Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage,adm1_pcode,adm2_pcode
Sep-23,ZMB,19610769,Western,Mwandi,current,01/08/2023,30/09/2023,3+,6235,0.15,ZM110,ZM110009
Sep-23,ZMB,19610769,Western,Mwandi,first projection,01/10/2023,31/03/2024,3+,10392,0.25,ZM110,ZM110009
Sep-23,ZMB,19610769,Western,Sioma,current,01/08/2023,30/09/2023,3+,23590,0.35,ZM110,ZM110016
Sep-23,ZMB,19610769,Western,Sioma,first projection,01/10/2023,31/03/2024,3+,30330,0.45,ZM110,ZM110016
Sep-23,ZMB,19610769,Western,Sesheke,current,01/08/2023,30/09/2023,3+,14944,0.2,ZM110,ZM110013
Sep-23,ZMB,19610769,Western,Sesheke,first projection,01/10/2023,31/03/2024,3+,18680,0.25,ZM110,ZM110013
Sep-23,ZMB,19610769,Western,Limulunga,current,01/08/2023,30/09/2023,3+,18851,0.3,ZM110,ZM110003
Sep-23,ZMB,19610769,Western,Limulunga,first projection,01/10/2023,31/03/2024,3+,15709,0.25,ZM110,ZM110003
Sep-23,ZMB,19610769,Western,Nalolo,current,01/08/2023,30/09/2023,3+,15147,0.2,ZM110,ZM110010
Sep-23,ZMB,19610769,Western,Nalolo,first projection,01/10/2023,31/03/2024,3+,18934,0.25,ZM110,ZM110010
Sep-23,ZMB,19610769,Western,Senanga,current,01/08/2023,30/09/2023,3+,28805,0.25,ZM110,ZM110012
Sep-23,ZMB,19610769,Western,Senanga,first projection,01/10/2023,31/03/2024,3+,40327,0.35,ZM110,ZM110012
Sep-23,ZMB,19610769,Western,Shangombo,current,01/08/2023,30/09/2023,3+,34163,0.45,ZM110,ZM110014
Sep-23,ZMB,19610769,Western,Shangombo,first projection,01/10/2023,31/03/2024,3+,41755,0.55,ZM110,ZM110014
Sep-23,ZMB,19610769,Central,Luano,current,01/08/2023,30/09/2023,3+,10286,0.15,ZM101,ZM101007
Sep-23,ZMB,19610769,Central,Luano,first projection,01/10/2023,31/03/2024,3+,13714,0.2,ZM101,ZM101007
Sep-23,ZMB,19610769,Central,Mumbwa,current,01/08/2023,30/09/2023,3+,51251,0.15,ZM101,ZM101009
Sep-23,ZMB,19610769,Central,Mumbwa,first projection,01/10/2023,31/03/2024,3+,51251,0.15,ZM101,ZM101009
Sep-23,ZMB,19610769,Central,Ngabwe,current,01/08/2023,30/09/2023,3+,6495,0.15,ZM101,ZM101010
Sep-23,ZMB,19610769,Central,Ngabwe,first projection,01/10/2023,31/03/2024,3+,8660,0.2,ZM101,ZM101010
Sep-23,ZMB,19610769,Central,Shibuyunji,current,01/08/2023,30/09/2023,3+,14133,0.15,ZM101,ZM101012
Sep-23,ZMB,19610769,Central,Shibuyunji,first projection,01/10/2023,31/03/2024,3+,18843,0.2,ZM101,ZM101012
Sep-23,ZMB,19610769,Central,Chitambo,current,01/08/2023,30/09/2023,3+,20692,0.2,ZM101,ZM101003
Sep-23,ZMB,19610769,Central,Chitambo,first projection,01/10/2023,31/03/2024,3+,20692,0.2,ZM101,ZM101003
Sep-23,ZMB,19610769,Central,Serenje,current,01/08/2023,30/09/2023,3+,32537,0.2,ZM101,ZM101011
Sep-23,ZMB,19610769,Central,Serenje,first projection,01/10/2023,31/03/2024,3+,40671,0.25,ZM101,ZM101011
Sep-23,ZMB,19610769,Lusaka,Luangwa,current,01/08/2023,30/09/2023,3+,7391,0.2,ZM105,ZM105005
Sep-23,ZMB,19610769,Lusaka,Luangwa,first projection,01/10/2023,31/03/2024,3+,11086,0.3,ZM105,ZM105005
Sep-23,ZMB,19610769,Lusaka,Kafue,current,01/08/2023,30/09/2023,3+,45162,0.2,ZM105,ZM105004
Sep-23,ZMB,19610769,Lusaka,Kafue,first projection,01/10/2023,31/03/2024,3+,45162,0.2,ZM105,ZM105004
Sep-23,ZMB,19610769,Lusaka,Rufunsa,current,01/08/2023,30/09/2023,3+,16811,0.2,ZM105,ZM105007
Sep-23,ZMB,19610769,Lusaka,Rufunsa,first projection,01/10/2023,31/03/2024,3+,25217,0.3,ZM105,ZM105007
Sep-23,ZMB,19610769,Northern,Senga hill,current,01/08/2023,30/09/2023,3+,12990,0.1,ZM107,ZM107010
Sep-23,ZMB,19610769,Northern,Senga hill,first projection,01/10/2023,31/03/2024,3+,19484,0.15,ZM107,ZM107010
Sep-23,ZMB,19610769,Northern,Kaputa,current,01/08/2023,30/09/2023,3+,21155,0.2,ZM107,ZM107002
Sep-23,ZMB,19610769,Northern,Kaputa,first projection,01/10/2023,31/03/2024,3+,26444,0.25,ZM107,ZM107002
Sep-23,ZMB,19610769,Northern,Lupososhi,current,01/08/2023,30/09/2023,3+,16375,0.2,ZM107,ZM107012
Sep-23,ZMB,19610769,Northern,Lupososhi,first projection,01/10/2023,31/03/2024,3+,24563,0.3,ZM107,ZM107012
Sep-23,ZMB,19610769,Northern,Nsama,current,01/08/2023,30/09/2023,3+,11978,0.15,ZM107,ZM107009
Sep-23,ZMB,19610769,Northern,Nsama,first projection,01/10/2023,31/03/2024,3+,15971,0.2,ZM107,ZM107009
Sep-23,ZMB,19610769,Northern,Mbala,current,01/08/2023,30/09/2023,3+,16618,0.1,ZM107,ZM107005
Sep-23,ZMB,19610769,Northern,Mbala,first projection,01/10/2023,31/03/2024,3+,24928,0.15,ZM107,ZM107005
Sep-23,ZMB,19610769,North-Western,Mwinilunga,current,01/08/2023,30/09/2023,3+,21098,0.15,ZM108,ZM108007
Sep-23,ZMB,19610769,North-Western,Mwinilunga,first projection,01/10/2023,31/03/2024,3+,28131,0.2,ZM108,ZM108007
Sep-23,ZMB,19610769,North-Western,Mufumbwe,current,01/08/2023,30/09/2023,3+,20201,0.2,ZM108,ZM108006
Sep-23,ZMB,19610769,North-Western,Mufumbwe,first projection,01/10/2023,31/03/2024,3+,25252,0.25,ZM108,ZM108006
Sep-23,ZMB,19610769,North-Western,Zambezi,current,01/08/2023,30/09/2023,3+,27823,0.25,ZM108,ZM108009
Sep-23,ZMB,19610769,North-Western,Zambezi,first projection,01/10/2023,31/03/2024,3+,38953,0.35,ZM108,ZM108009
Sep-23,ZMB,19610769,North-Western,Kabompo,current,01/08/2023,30/09/2023,3+,16907,0.25,ZM108,ZM108003
Sep-23,ZMB,19610769,North-Western,Kabompo,first projection,01/10/2023,31/03/2024,3+,20288,0.3,ZM108,ZM108003
Sep-23,ZMB,19610769,North-Western,Manyinga,current,01/08/2023,30/09/2023,3+,15432,0.2,ZM108,ZM108005
Sep-23,ZMB,19610769,North-Western,Manyinga,first projection,01/10/2023,31/03/2024,3+,19290,0.25,ZM108,ZM108005
Sep-23,ZMB,19610769,North-Western,Chavuma,current,01/08/2023,30/09/2023,3+,8478,0.15,ZM108,ZM108001
Sep-23,ZMB,19610769,North-Western,Chavuma,first projection,01/10/2023,31/03/2024,3+,11304,0.2,ZM108,ZM108001
Sep-23,ZMB,19610769,North-Western,Ikelenge,current,01/08/2023,30/09/2023,3+,9209,0.2,ZM108,ZM108002
Sep-23,ZMB,19610769,North-Western,Ikelenge,first projection,01/10/2023,31/03/2024,3+,11512,0.25,ZM108,ZM108002
Sep-23,ZMB,19610769,Southern,Namwala,current,01/08/2023,30/09/2023,3+,25906,0.15,ZM109,ZM109009
Sep-23,ZMB,19610769,Southern,Namwala,first projection,01/10/2023,31/03/2024,3+,34541,0.2,ZM109,ZM109009
Sep-23,ZMB,19610769,Southern,Mazabuka,current,01/08/2023,30/09/2023,3+,23863,0.1,ZM109,ZM109007
Sep-23,ZMB,19610769,Southern,Mazabuka,first projection,01/10/2023,31/03/2024,3+,35795,0.15,ZM109,ZM109007
Sep-23,ZMB,19610769,Southern,Zimba,current,01/08/2023,30/09/2023,3+,16709,0.15,ZM109,ZM109013
Sep-23,ZMB,19610769,Southern,Zimba,first projection,01/10/2023,31/03/2024,3+,22278,0.2,ZM109,ZM109013
Sep-23,ZMB,19610769,Southern,Pemba,current,01/08/2023,30/09/2023,3+,15584,0.15,ZM109,ZM109010
Sep-23,ZMB,19610769,Southern,Pemba,first projection,01/10/2023,31/03/2024,3+,20778,0.2,ZM109,ZM109010
Sep-23,ZMB,19610769,Southern,Sinazongwe,current,01/08/2023,30/09/2023,3+,40893,0.25,ZM109,ZM109012
Sep-23,ZMB,19610769,Southern,Sinazongwe,first projection,01/10/2023,31/03/2024,3+,40893,0.25,ZM109,ZM109012
Sep-23,ZMB,19610769,Southern,Siavonga,current,01/08/2023,30/09/2023,3+,13581,0.2,ZM109,ZM109011
Sep-23,ZMB,19610769,Southern,Siavonga,first projection,01/10/2023,31/03/2024,3+,20372,0.3,ZM109,ZM109011
Sep-23,ZMB,19610769,Southern,Chirundu,current,01/08/2023,30/09/2023,3+,12153,0.15,ZM105,ZM105002
Sep-23,ZMB,19610769,Southern,Chirundu,first projection,01/10/2023,31/03/2024,3+,16203,0.2,ZM105,ZM105002
Sep-23,ZMB,19610769,Southern,Itezhi-tezhi,current,01/08/2023,30/09/2023,3+,6696,0.05,ZM109,ZM109014
Sep-23,ZMB,19610769,Southern,Itezhi-tezhi,first projection,01/10/2023,31/03/2024,3+,13391,0.1,ZM109,ZM109014
Sep-23,ZMB,19610769,Southern,Chikankanta,current,01/08/2023,30/09/2023,3+,25368,0.25,ZM109,ZM109001
Sep-23,ZMB,19610769,Southern,Chikankanta,first projection,01/10/2023,31/03/2024,3+,20295,0.2,ZM109,ZM109001
Sep-23,ZMB,19610769,Southern,Monze,current,01/08/2023,30/09/2023,3+,27605,0.1,ZM109,ZM109008
Sep-23,ZMB,19610769,Southern,Monze,first projection,01/10/2023,31/03/2024,3+,41408,0.15,ZM109,ZM109008
Sep-23,ZMB,19610769,Southern,Kazungula,current,01/08/2023,30/09/2023,3+,26687,0.15,ZM109,ZM109005
Sep-23,ZMB,19610769,Southern,Kazungula,first projection,01/10/2023,31/03/2024,3+,35583,0.2,ZM109,ZM109005
Sep-23,ZMB,19610769,Southern,Gwembe,current,01/08/2023,30/09/2023,3+,16305,0.2,ZM109,ZM109003
Sep-23,ZMB,19610769,Southern,Gwembe,first projection,01/10/2023,31/03/2024,3+,20381,0.25,ZM109,ZM109003
Sep-23,ZMB,19610769,Copperbelt,Chingola,current,01/08/2023,30/09/2023,3+,15423,0.05,ZM102,ZM102002
Sep-23,ZMB,19610769,Copperbelt,Chingola,first projection,01/10/2023,31/03/2024,3+,30845,0.1,ZM102,ZM102002
Sep-23,ZMB,19610769,Copperbelt,Lufwanyama,current,01/08/2023,30/09/2023,3+,20526,0.15,ZM102,ZM102006
Sep-23,ZMB,19610769,Copperbelt,Lufwanyama,first projection,01/10/2023,31/03/2024,3+,27368,0.2,ZM102,ZM102006
Sep-23,ZMB,19610769,Luapula,Chiengi,current,01/08/2023,30/09/2023,3+,39057,0.2,ZM104,ZM104002
Sep-23,ZMB,19610769,Luapula,Chiengi,first projection,01/10/2023,31/03/2024,3+,48821,0.25,ZM104,ZM104002
Sep-23,ZMB,19610769,Luapula,Mwansabombwe,current,01/08/2023,30/09/2023,3+,15148,0.25,ZM104,ZM104008
Sep-23,ZMB,19610769,Luapula,Mwansabombwe,first projection,01/10/2023,31/03/2024,3+,21208,0.35,ZM104,ZM104008
Sep-23,ZMB,19610769,Luapula,Chifunabuli,current,01/08/2023,30/09/2023,3+,23926,0.2,ZM104,ZM104012
Sep-23,ZMB,19610769,Luapula,Chifunabuli,first projection,01/10/2023,31/03/2024,3+,29907,0.25,ZM104,ZM104012
Sep-23,ZMB,19610769,Luapula,Lunga,current,01/08/2023,30/09/2023,3+,16200,0.4,ZM104,ZM104005
Sep-23,ZMB,19610769,Luapula,Lunga,first projection,01/10/2023,31/03/2024,3+,18225,0.45,ZM104,ZM104005
Sep-23,ZMB,19610769,Luapula,Nchelenge,current,01/08/2023,30/09/2023,3+,48066,0.2,ZM104,ZM104010
Sep-23,ZMB,19610769,Luapula,Nchelenge,first projection,01/10/2023,31/03/2024,3+,60083,0.25,ZM104,ZM104010
Sep-23,ZMB,19610769,Luapula,Chembe,current,01/08/2023,30/09/2023,3+,10599,0.2,ZM104,ZM104001
Sep-23,ZMB,19610769,Luapula,Chembe,first projection,01/10/2023,31/03/2024,3+,13249,0.25,ZM104,ZM104001
Sep-23,ZMB,19610769,Luapula,Milengi,current,01/08/2023,30/09/2023,3+,11629,0.2,ZM104,ZM104007
Sep-23,ZMB,19610769,Luapula,Milengi,first projection,01/10/2023,31/03/2024,3+,11629,0.2,ZM104,ZM104007
Sep-23,ZMB,19610769,Luapula,Samfya,current,01/08/2023,30/09/2023,3+,30274,0.2,ZM104,ZM104011
Sep-23,ZMB,19610769,Luapula,Samfya,first projection,01/10/2023,31/03/2024,3+,37842,0.25,ZM104,ZM104011
Sep-23,ZMB,19610769,Luapula,Mwense,current,01/08/2023,30/09/2023,3+,31522,0.25,ZM104,ZM104009
Sep-23,ZMB,19610769,Luapula,Mwense,first projection,01/10/2023,31/03/2024,3+,37826,0.3,ZM104,ZM104009
Sep-23,ZMB,19610769,Luapula,Chipili,current,01/08/2023,30/09/2023,3+,14565,0.3,ZM104,ZM104003
Sep-23,ZMB,19610769,Luapula,Chipili,first projection,01/10/2023,31/03/2024,3+,12138,0.25,ZM104,ZM104003
Sep-23,ZMB,19610769,Eastern,Lusangazi,current,01/08/2023,30/09/2023,3+,28415,0.25,ZM103,ZM103014
Sep-23,ZMB,19610769,Eastern,Lusangazi,first projection,01/10/2023,31/03/2024,3+,34098,0.3,ZM103,ZM103014
Sep-23,ZMB,19610769,Eastern,Chama,current,01/08/2023,30/09/2023,3+,28862,0.2,ZM103,ZM103015
Sep-23,ZMB,19610769,Eastern,Chama,first projection,01/10/2023,31/03/2024,3+,36078,0.25,ZM103,ZM103015
Sep-23,ZMB,19610769,Eastern,Chipangali,current,01/08/2023,30/09/2023,3+,26125,0.15,ZM103,ZM103011
Sep-23,ZMB,19610769,Eastern,Chipangali,first projection,01/10/2023,31/03/2024,3+,34833,0.2,ZM103,ZM103011
Sep-23,ZMB,19610769,Eastern,Lumezi,current,01/08/2023,30/09/2023,3+,32697,0.2,ZM103,ZM103013
Sep-23,ZMB,19610769,Eastern,Lumezi,first projection,01/10/2023,31/03/2024,3+,40871,0.25,ZM103,ZM103013
Sep-23,ZMB,19610769,Eastern,Vubwi,current,01/08/2023,30/09/2023,3+,8188,0.15,ZM103,ZM103009
Sep-23,ZMB,19610769,Eastern,Vubwi,first projection,01/10/2023,31/03/2024,3+,13647,0.25,ZM103,ZM103009
Sep-23,ZMB,19610769,Eastern,Chadiza,current,01/08/2023,30/09/2023,3+,17133,0.15,ZM103,ZM103001
Sep-23,ZMB,19610769,Eastern,Chadiza,first projection,01/10/2023,31/03/2024,3+,28556,0.25,ZM103,ZM103001
Sep-23,ZMB,19610769,Eastern,Chasefu,current,01/08/2023,30/09/2023,3+,13488,0.1,ZM103,ZM103010
Sep-23,ZMB,19610769,Eastern,Chasefu,first projection,01/10/2023,31/03/2024,3+,20233,0.15,ZM103,ZM103010
Sep-23,ZMB,19610769,Eastern,Mambwe,current,01/08/2023,30/09/2023,3+,18405,0.15,ZM103,ZM103005
Sep-23,ZMB,19610769,Eastern,Mambwe,first projection,01/10/2023,31/03/2024,3+,24540,0.2,ZM103,ZM103005
Sep-23,ZMB,19610769,Eastern,Kasenengwa,current,01/08/2023,30/09/2023,3+,23997,0.15,ZM103,ZM103012
Sep-23,ZMB,19610769,Eastern,Kasenengwa,first projection,01/10/2023,31/03/2024,3+,31996,0.2,ZM103,ZM103012
Sep-23,ZMB,19610769,Eastern,Sinda,current,01/08/2023,30/09/2023,3+,32975,0.15,ZM103,ZM103008
Sep-23,ZMB,19610769,Eastern,Sinda,first projection,01/10/2023,31/03/2024,3+,43966,0.2,ZM103,ZM103008
Sep-23,ZMB,19610769,Eastern,Nyimba,current,01/08/2023,30/09/2023,3+,28021,0.2,ZM103,ZM103006
Sep-23,ZMB,19610769,Eastern,Nyimba,first projection,01/10/2023,31/03/2024,3+,35027,0.25,ZM103,ZM103006
Sep-23,ZMB,19610769,Eastern,Lundazi,current,01/08/2023,30/09/2023,3+,23896,0.15,ZM103,ZM103004
Sep-23,ZMB,19610769,Eastern,Lundazi,first projection,01/10/2023,31/03/2024,3+,31861,0.2,ZM103,ZM103004
Sep-23,ZMB,19610769,Eastern,Petauke,current,01/08/2023,30/09/2023,3+,12969,0.05,ZM103,ZM103007
Sep-23,ZMB,19610769,Eastern,Petauke,first projection,01/10/2023,31/03/2024,3+,25939,0.1,ZM103,ZM103007
Sep-23,ZMB,19610769,Muchiga,Kanchibiya,current,01/08/2023,30/09/2023,3+,19139,0.2,ZM106,ZM106008
Sep-23,ZMB,19610769,Muchiga,Kanchibiya,first projection,01/10/2023,31/03/2024,3+,23924,0.25,ZM106,ZM106008
Sep-23,ZMB,19610769,Muchiga,Lavushimanda,current,01/08/2023,30/09/2023,3+,11468,0.2,ZM106,ZM106009
Sep-23,ZMB,19610769,Muchiga,Lavushimanda,first projection,01/10/2023,31/03/2024,3+,11468,0.2,ZM106,ZM106009
Sep-23,ZMB,19610769,Muchiga,Mafinga,current,01/08/2023,30/09/2023,3+,21089,0.2,ZM106,ZM106004
Sep-23,ZMB,19610769,Muchiga,Mafinga,first projection,01/10/2023,31/03/2024,3+,26361,0.25,ZM106,ZM106004
Sep-23,ZMB,19610769,Muchiga,Mpika,current,01/08/2023,30/09/2023,3+,38324,0.25,ZM106,ZM106005
Sep-23,ZMB,19610769,Muchiga,Mpika,first projection,01/10/2023,31/03/2024,3+,45989,0.3,ZM106,ZM106005
Jun-22,ZMB,18926743,Luapula,Samfya,current,01/06/2022,30/09/2022,3+,21508,0.2,ZM104,ZM104011
Jun-22,ZMB,18926743,Luapula,Samfya,first projection,01/10/2022,31/03/2023,3+,21508,0.2,ZM104,ZM104011
Jun-22,ZMB,18926743,Luapula,Nchelenge,current,01/06/2022,30/09/2022,3+,33136,0.15,ZM104,ZM104010
Jun-22,ZMB,18926743,Luapula,Nchelenge,first projection,01/10/2022,31/03/2023,3+,44181,0.2,ZM104,ZM104010
Jun-22,ZMB,18926743,Luapula,Kawambwa,current,01/06/2022,30/09/2022,3+,19325,0.15,ZM104,ZM104004
Jun-22,ZMB,18926743,Luapula,Kawambwa,first projection,01/10/2022,31/03/2023,3+,25767,0.2,ZM104,ZM104004
Jun-22,ZMB,18926743,Luapula,Mansa,current,01/06/2022,30/09/2022,3+,26430,0.1,ZM104,ZM104006
Jun-22,ZMB,18926743,Luapula,Mansa,first projection,01/10/2022,31/03/2023,3+,39644,0.15,ZM104,ZM104006
Jun-22,ZMB,18926743,Luapula,Chiengi,current,01/06/2022,30/09/2022,3+,24769,0.15,ZM104,ZM104002
Jun-22,ZMB,18926743,Luapula,Chiengi,first projection,01/10/2022,31/03/2023,3+,33025,0.2,ZM104,ZM104002
Jun-22,ZMB,18926743,Luapula,Lunga,current,01/06/2022,30/09/2022,3+,6940,0.2,ZM104,ZM104005
Jun-22,ZMB,18926743,Luapula,Lunga,first projection,01/10/2022,31/03/2023,3+,10410,0.3,ZM104,ZM104005
Jun-22,ZMB,18926743,Western,Sesheke,current,01/06/2022,30/09/2022,3+,9508,0.15,ZM110,ZM110013
Jun-22,ZMB,18926743,Western,Sesheke,first projection,01/10/2022,31/03/2023,3+,12678,0.2,ZM110,ZM110013
Jun-22,ZMB,18926743,Western,Mitete,current,01/06/2022,30/09/2022,3+,5955,0.15,ZM110,ZM110006
Jun-22,ZMB,18926743,Western,Mitete,first projection,01/10/2022,31/03/2023,3+,7941,0.2,ZM110,ZM110006
Jun-22,ZMB,18926743,Western,Shangombo,current,01/06/2022,30/09/2022,3+,14691,0.2,ZM110,ZM110014
Jun-22,ZMB,18926743,Western,Shangombo,first projection,01/10/2022,31/03/2023,3+,14691,0.2,ZM110,ZM110014
Jun-22,ZMB,18926743,Western,Mulobezi,current,01/06/2022,30/09/2022,3+,6609,0.15,ZM110,ZM110008
Jun-22,ZMB,18926743,Western,Mulobezi,first projection,01/10/2022,31/03/2023,3+,8813,0.2,ZM110,ZM110008
Jun-22,ZMB,18926743,Western,Kalabo/Sikongo,current,01/06/2022,30/09/2022,3+,18090,0.15,ZM110,
Jun-22,ZMB,18926743,Western,Kalabo/Sikongo,first projection,01/10/2022,31/03/2023,3+,24121,0.2,ZM110,
Jun-22,ZMB,18926743,Western,Lukulu,current,01/06/2022,30/09/2022,3+,12692,0.15,ZM110,ZM110005
Jun-22,ZMB,18926743,Western,Lukulu,first projection,01/10/2022,31/03/2023,3+,16922,0.2,ZM110,ZM110005
Jun-22,ZMB,18926743,Western,Kaoma,current,01/06/2022,30/09/2022,3+,14929,0.1,ZM110,ZM110002
Jun-22,ZMB,18926743,Western,Kaoma,first projection,01/10/2022,31/03/2023,3+,29858,0.2,ZM110,ZM110002
Jun-22,ZMB,18926743,Western,Mongu,current,01/06/2022,30/09/2022,3+,27935,0.15,ZM110,ZM110007
Jun-22,ZMB,18926743,Western,Mongu,first projection,01/10/2022,31/03/2023,3+,27935,0.15,ZM110,ZM110007
Jun-22,ZMB,18926743,Western,Nalolo,current,01/06/2022,30/09/2022,3+,12048,0.15,ZM110,ZM110010
Jun-22,ZMB,18926743,Western,Nalolo,first projection,01/10/2022,31/03/2023,3+,16064,0.2,ZM110,ZM110010
Jun-22,ZMB,18926743,Western,Sioma,current,01/06/2022,30/09/2022,3+,12282,0.2,ZM110,ZM110016
Jun-22,ZMB,18926743,Western,Sioma,first projection,01/10/2022,31/03/2023,3+,12282,0.2,ZM110,ZM110016
Jun-22,ZMB,18926743,Western,Luampa,current,01/06/2022,30/09/2022,3+,0,0,ZM110,ZM110004
Jun-22,ZMB,18926743,Western,Luampa,first projection,01/10/2022,31/03/2023,3+,0,0,ZM110,ZM110004
Jun-22,ZMB,18926743,Western,Mwandi,current,01/06/2022,30/09/2022,3+,5433,0.15,ZM110,ZM110009
Jun-22,ZMB,18926743,Western,Mwandi,first projection,01/10/2022,31/03/2023,3+,7244,0.2,ZM110,ZM110009
Jun-22,ZMB,18926743,Western,Senanga,current,01/06/2022,30/09/2022,3+,15380,0.15,ZM110,ZM110012
Jun-22,ZMB,18926743,Western,Senanga,first projection,01/10/2022,31/03/2023,3+,20507,0.2,ZM110,ZM110012
Jun-22,ZMB,18926743,Lusaka,Kafue,current,01/06/2022,30/09/2022,3+,17408,0.1,ZM105,ZM105004
Jun-22,ZMB,18926743,Lusaka,Kafue,first projection,01/10/2022,31/03/2023,3+,26112,0.15,ZM105,ZM105004
Jun-22,ZMB,18926743,Lusaka,Chilanga,current,01/06/2022,30/09/2022,3+,7738,0.05,ZM105,ZM105001
Jun-22,ZMB,18926743,Lusaka,Chilanga,first projection,01/10/2022,31/03/2023,3+,15477,0.1,ZM105,ZM105001
Jun-22,ZMB,18926743,Lusaka,Chongwe,current,01/06/2022,30/09/2022,3+,10214,0.05,ZM105,ZM105003
Jun-22,ZMB,18926743,Lusaka,Chongwe,first projection,01/10/2022,31/03/2023,3+,30642,0.15,ZM105,ZM105003
Jun-22,ZMB,18926743,Lusaka,Luangwa,current,01/06/2022,30/09/2022,3+,7027,0.2,ZM105,ZM105005
Jun-22,ZMB,18926743,Lusaka,Luangwa,first projection,01/10/2022,31/03/2023,3+,7027,0.2,ZM105,ZM105005
Jun-22,ZMB,18926743,Lusaka,Lusaka,current,01/06/2022,30/09/2022,3+,126284,0.05,ZM105,ZM105006
Jun-22,ZMB,18926743,Lusaka,Lusaka,first projection,01/10/2022,31/03/2023,3+,252567,0.1,ZM105,ZM105006
Jun-22,ZMB,18926743,Lusaka,Rufunsa,current,01/06/2022,30/09/2022,3+,14747,0.2,ZM105,ZM105007
Jun-22,ZMB,18926743,Lusaka,Rufunsa,first projection,01/10/2022,31/03/2023,3+,14747,0.2,ZM105,ZM105007
Jun-22,ZMB,18926743,Central,Kapiri mposhi,current,01/06/2022,30/09/2022,3+,16809,0.05,ZM101,ZM101006
Jun-22,ZMB,18926743,Central,Kapiri mposhi,first projection,01/10/2022,31/03/2023,3+,33618,0.1,ZM101,ZM101006
Jun-22,ZMB,18926743,Central,Mumbwa,current,01/06/2022,30/09/2022,3+,12527,0.05,ZM101,ZM101009
Jun-22,ZMB,18926743,Central,Mumbwa,first projection,01/10/2022,31/03/2023,3+,12527,0.05,ZM101,ZM101009
Jun-22,ZMB,18926743,Central,Kabwe,current,01/06/2022,30/09/2022,3+,14626,0.05,ZM101,ZM101005
Jun-22,ZMB,18926743,Central,Kabwe,first projection,01/10/2022,31/03/2023,3+,29252,0.1,ZM101,ZM101005
Jun-22,ZMB,18926743,Central,Chitambo,current,01/06/2022,30/09/2022,3+,7063,0.1,ZM101,ZM101003
Jun-22,ZMB,18926743,Central,Chitambo,first projection,01/10/2022,31/03/2023,3+,10595,0.15,ZM101,ZM101003
Jun-22,ZMB,18926743,Central,Luano,current,01/06/2022,30/09/2022,3+,7387,0.2,ZM101,ZM101007
Jun-22,ZMB,18926743,Central,Luano,first projection,01/10/2022,31/03/2023,3+,7387,0.2,ZM101,ZM101007
Jun-22,ZMB,18926743,Central,Serenje,current,01/06/2022,30/09/2022,3+,25562,0.15,ZM101,ZM101011
Jun-22,ZMB,18926743,Central,Serenje,first projection,01/10/2022,31/03/2023,3+,34082,0.2,ZM101,ZM101011
Jun-22,ZMB,18926743,Central,Chibombo,current,01/06/2022,30/09/2022,3+,0,0,ZM101,ZM101001
Jun-22,ZMB,18926743,Central,Chibombo,first projection,01/10/2022,31/03/2023,3+,14423,0.05,ZM101,ZM101001
Jun-22,ZMB,18926743,Central,Ngabwe,current,01/06/2022,30/09/2022,3+,4606,0.15,ZM101,ZM101010
Jun-22,ZMB,18926743,Central,Ngabwe,first projection,01/10/2022,31/03/2023,3+,6141,0.2,ZM101,ZM101010
Jun-22,ZMB,18926743,North-Western,Chavuma,current,01/06/2022,30/09/2022,3+,3896,0.15,ZM108,ZM108001
Jun-22,ZMB,18926743,North-Western,Chavuma,first projection,01/10/2022,31/03/2023,3+,5195,0.2,ZM108,ZM108001
Jun-22,ZMB,18926743,North-Western,Zambezi,current,01/06/2022,30/09/2022,3+,8862,0.15,ZM108,ZM108009
Jun-22,ZMB,18926743,North-Western,Zambezi,first projection,01/10/2022,31/03/2023,3+,11816,0.2,ZM108,ZM108009
Jun-22,ZMB,18926743,North-Western,Kasempa,current,01/06/2022,30/09/2022,3+,5076,0.1,ZM108,ZM108004
Jun-22,ZMB,18926743,North-Western,Kasempa,first projection,01/10/2022,31/03/2023,3+,7614,0.15,ZM108,ZM108004
Jun-22,ZMB,18926743,North-Western,Solwezi,current,01/06/2022,30/09/2022,3+,4813,0.05,ZM108,ZM108008
Jun-22,ZMB,18926743,North-Western,Solwezi,first projection,01/10/2022,31/03/2023,3+,9626,0.1,ZM108,ZM108008
Jun-22,ZMB,18926743,North-Western,Mwinilunga,current,01/06/2022,30/09/2022,3+,7639,0.1,ZM108,ZM108007
Jun-22,ZMB,18926743,North-Western,Mwinilunga,first projection,01/10/2022,31/03/2023,3+,11459,0.15,ZM108,ZM108007
Jun-22,ZMB,18926743,North-Western,Kabompo,current,01/06/2022,30/09/2022,3+,1626,0.05,ZM108,ZM108003
Jun-22,ZMB,18926743,North-Western,Kabompo,first projection,01/10/2022,31/03/2023,3+,3252,0.1,ZM108,ZM108003
Jun-22,ZMB,18926743,Southern,Chirundu,current,01/06/2022,30/09/2022,3+,10266,0.15,ZM105,ZM105002
Jun-22,ZMB,18926743,Southern,Chirundu,first projection,01/10/2022,31/03/2023,3+,13688,0.2,ZM105,ZM105002
Jun-22,ZMB,18926743,Southern,Chikankanta,current,01/06/2022,30/09/2022,3+,8661,0.1,ZM109,ZM109001
